,m001_ALL0_4,m002_ALL5_14,m003_ALL15_34,m004_ALL0_34,m005_ALL35_69,m006_ALL70_79,m007_MEDICALb,m008_MEDICALc,m009_NONMEDb,m010_NONMEDc,m011_INFECTb,m012_INFECTc,m013_INTESTINb,m014_INTESTINc,m015_PULMTBb,m016_PULMTBc,m017_OTHERTBb,m018_OTHERTBc,m019_VIRALHEPb,m020_VIRALHEPc,m021_SCHISTOc,m022_ALLCAb,m023_ALLCAc,m024_MOUTHCAc,m025_NASOPCAc,m026_NPConlyc,m027_OESOPHCAc,m028_OESOPHCAc,m029_COLRECCAc,m030_LIVERCAb,m031_LIVERCAc,m032_PANCRSCAc,m033_BLADDCAc,m034_LARYNXCAc,m039_BRAINCAc,m040_LYMPHOMAc,m041_LEUKEMIAb,m042_LEUKEMIAc,m043_ENDOCRINb,m044_ENDOCRINc,m045_DIABETESc,m046_MALNUTRIb,m047_MALNUTRIc,m048_BLOODb,m049_BLOODc,m050_MENTALb,m051_MENTALc,m052_NERVOUSb,m053_NERVOUSc,m054_MENINGITb,m055_MENINGITc,m056_EPILEPSYb,m057_EPILEPSYc,m058_ALLVASCb,m059_ALLVASCc,m060_RHEUMHDb,m061_RHEUMHDc,m062_HYPTENSc,m063_IHDc,m064_STROKEb,m065_STROKEc,m066_VASC_STRb,m067_VASC-STRc,m068_ALLRESPb,m069_ALLRESPc,m070_PNEUMONb,m071_PNEUMONc,m072_COPDc,m073_DIGESTIVb,m074_DIGESTIVc,m075_PEPULCERc,m076_ENTCOLc,m077_INTESTOBc,m078_CIRRHOSb,m079_CIRRHOSc,m080_TOTLIVRb,m081_TOTLIVRc,m082_GALLBILc,m083_GENITURc,m086_RENALc,m089_ALLSKINc,m090_MUSCSKELc,m091_ILL_DEFb,m092_ILL_DEFc,m093_ACCIDENTb,m094_ACCIDENTc,m095_ROADACCb,m096_ROADACCc,m097_DROWNb,m098_DROWNc,m099_SUICIDEb,m100_SUICIDEc,m101_HOMICIDEb,m102_HOMICIDEc,m103_INFANT,m105_ALLCUMa,m106_MEDICALa,m107_NONMEDa,m108_RESPINFa,m109_ALLGIa,m110_CONGENITa,m111_NTDa,m112_CONGENHDa,m113_PERINATa,m114_LOWBTHWTa,m115_BTHTRAUMa,m116_RDSa,m117_NEOTETANa,m118_MALNUTRIa,m119_DROWNa
p038,-0.0,-0.9161817256441953,0.23197222656266622,-0.0,-0.0,-1.1020530394673027,-4.464391503914909,-0.0,0.0,-0.0,-1.6552953388040352,-0.0,-0.0,0.27710439905507606,-0.15069004672567246,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.38741707226199174,-0.0,-0.0,-0.0,-0.0,-0.0,-0.513087624730799,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017471047239603407,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.7392549996539073,0.0,-1.8523615357717105,0.0,0.0,-0.2362034440526348,-0.0,-0.0,0.0,-0.0,0.15728439253478557,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-1.0234233010012748,-0.7154020381613164,0.0,-0.23779901231897385,-0.07564053541349763,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.02868467038981402,-0.0,0.0
p039,0.0,0.0,4.242190251338562,0.0,-0.0,0.5765882757754782,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.34002742893867177,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.09440777439340846,-0.0,0.0,0.0,-0.0,-0.0,-0.492218324541845,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.05110341189428004,0.0,-0.0,-0.39081350975084733,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.6987572217839446,-0.0,0.0,-7.606334605581532,0.0,-0.0,-8.590508033322983,1.2168584160234721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04259252606270808,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.2714452149196487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
p040,-0.0,-0.0,0.5368029767557536,-0.0,-0.0,0.1459125742143446,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.12720232493179995,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.37953023946162673,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.018817709471646567,0.0,0.0,0.11891032630640934,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5662848489729639,0.0,0.0,0.0,0.0,-0.03095263558499722,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.2642314719549293,-0.0,-0.0,-0.3320011979388529,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
p041,-0.0,0.0,-3.339450021890732,0.0,0.0,-0.027011867587888757,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.3419728971832621,0.0,1.4693670761574238,1.8686063176520662,10.681474332784717,-0.0,0.0,0.0,3.604378259771652,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0378646716816892,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21222948167664693,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.2277599264526011,0.0,0.0
p042,0.0,0.0,-1.0751707654901315,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.13228788208653425,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.08215295280521229,0.0,0.3674185637591106,0.0,0.09849601002448591,0.1403133305339241,0.0,23.849053048863357,0.17721304063240534,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.25065855897598527,-0.0,-0.0,0.0,-0.0,0.0,-0.2459146527150913,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,11.541456587701326,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.03382193215548786,0.0,0.0,0.0,-0.0,6.88956348306029e-05,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.7559338745125218,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p043,0.0,0.0,-1.297690923250476,0.0,-0.0,-1.2555794858967007,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.7096716396170132,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.26223302788174074,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.28450265080460185,0.013968357088034991,0.0,-0.0,0.24725669108969964,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.00013289804065108954,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.6966212513544837,-0.0,0.0,0.0452921158616999,0.0,0.12693510368400382,-0.0,0.0,-0.0,0.0,-0.07002168434986802,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0857350719756029,0.0,-0.0
p044,-0.0,-0.0,-0.9595708865916586,-0.0,0.0,0.959746575805882,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.020546405695252307,0.0,1.6705123327827451,1.3714199931431292,0.0,0.0,0.2747078889448216,0.0,14.355092246144164,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1.3550594343019997,-0.0,-0.7815728865770976,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.34635781386192743,-0.0,0.0,10.82958480706229,0.0,-0.02802097168459062,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.09587415370218777,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.009169698482939397,-0.0,0.0
p045,0.0,0.0,0.0,0.0,-0.0,0.6406631963209041,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.21826045870362779,0.12878550533553165,-0.0,-1.1138588460724579,-0.06962088198223416,0.0,-0.0,-0.010237501302012836,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-2.7781722043868107,0.0,0.5704025713942705,-0.0,-0.0,0.0,0.0,0.0,0.2529992502814021,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.3004932310180777,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
p047,-0.0,0.0,0.0,0.0,0.0,-0.07932989796324164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.44219331253694316,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-2.1061278163494843,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.15125123921772313,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.057271662576865376,0.026109124971689334,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
p025,0.0,0.0,6.903927501776404,0.0,0.0,2.4477579979099544,0.0,0.0,0.0,9.505322262805535,0.0,5.639598794498063,0.0,0.2014450070312073,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-10.70296101944822,0.0,0.9274042170422258,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.13656690267951077,-0.0,0.0,0.3988141092166407,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.37899226791089224,0.0,0.0,0.0,0.0,0.07030202478924724,7.140767538498516,-0.0,6.116141440208921,-0.0,1.9650203715299408,0.0,-0.0,0.8209211527861996,0.0,0.0,0.032459875032975864,-0.0,2.1181994072685586,0.0,0.0,0.0,1.3253256994501375,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8407962127530411,4.312027633583531,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.041660488451374406,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.21532413524719837,-0.0,-0.0
p023,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.04540797567618365,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,6.609172652013903,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001235647072548763,-0.0,-0.0,0.0,0.0,-0.026027368789334347,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
r004,0.0,-0.0,0.0012520832946352168,0.0,0.0,0.25219143059275345,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.14906551235871388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.027866491056455008,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.9191493629278851,-0.9254155184187385,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.23274317161228336,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
p022,0.0,0.0,-1.6044242624508274,0.0,-0.0,-0.2538696741512796,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.3631374119220254,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10048536855958382,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011907145693404508,0.0,0.0,0.05025059448004698,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.8810317674776345,-0.0,-0.0,0.0,-0.0,-0.0,0.0,2.205664653976732,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
q244,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.13213002107877517,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.24777398601809872,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.035058408525787434,-0.0,-0.0,0.1384386780855451,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
q245,-0.0,-0.6657571661684957,-0.3921969540489625,-4.212488519912467,0.0,-0.5337501470686066,-0.493024396503297,0.0,-0.0,-0.0,-3.3431777447152653,-0.0,-0.0,-1.2829487751248247,-0.6197603514355705,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.2365178180296593,-0.0,0.0,0.5723433518765007,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.22428566436775407,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6372859467960786,-2.185476278136415,-0.0,-0.0,-0.0,-0.06609874597304634,-0.0,-0.0,0.0,-0.0,-0.8610264453223957,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.08965557407393732,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
q246,0.0,-0.0,0.7380090049956919,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8418501486070439,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12208627225406754,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.27114323462866613,-0.0,-0.21293419400489122,0.0,-0.0,0.0,0.0,0.17790564124584346,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.11927604999181306,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.4340857962021052,0.24319386729282066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
q247,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.10198224315533642,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.46928438045614607,-0.2932718614838976,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.06459430134965033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
p001,-0.0,0.0,-0.2104228732018747,-0.0,-0.0,-1.0697986529519792,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.9262783410665053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0797982606889062,-0.0,0.0,0.0,-0.0,-0.8826670236970967,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.6800059732227492,-0.0,-0.0
p002,-0.0,-0.0,2.916492896547789,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.07717495516336931,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.29322530459745166,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.5179681631124478,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.268893357502848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.014291937035482878,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
p003,-0.0,0.0,-1.8924265916227299,-0.0,-0.0,-0.08586106341499532,-0.0,-0.0,-0.0,-0.0,-0.0,-3.131702099772785,-0.0,0.0,-0.12021459127192374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.2078285314886006,-0.0,-0.0,-0.0,-0.0028642686709432347,-2.4941715344564535,0.0,0.0,-0.0,-0.2167085007878723,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,1.2469839977648136,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.019774742920471766,-0.0,-0.0
p004,-0.0,-0.0,-3.253530286761007,-0.0,-0.0,-0.03718928588000481,-0.0,-0.0,0.0,0.0,-0.0,-5.1162864386433125,-0.0,-0.854668174706698,-0.0,-11.464479213265294,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.06734155727333976,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.6758417468246696,-0.0,-0.0,-0.0,-0.15163908346316995,-8.512497116405951,-0.0,0.0,0.0,0.0,0.0,-0.5883999329285159,-0.0,-0.0,-0.0,-0.0,-0.3043826134481392,-0.0,-0.0,-0.0,0.0,-0.6776110071757251,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
p005,-0.0,0.0,-2.3842377815767266,-0.0,-0.0,-1.4674612616178655,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.20113361143617847,-0.0,-0.0,0.0,8.856334931769412,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13922767816860313,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5846633722061437,-0.0,-0.0,-3.7512326818304866,-0.0,-0.0,-0.0,-0.2668261753708769,-0.0,0.0,0.0,-0.0,-0.16673224905420886,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.9981789393197971,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.5886756548372093,-0.07199198249050108,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
p006,-0.0,-0.0,-0.747984320110056,-0.0,0.0,0.11717028633113445,-0.0,0.0,-0.0,-0.0,-0.0,-9.574618700957389,-0.26399368905803416,-0.22859927775882882,0.1938806349349996,-2.2250564131430193,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.25913638564108177,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.4814893727514185,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.08402091677484176,-0.0,2.6961754636561284,-1.1215477534399003,-0.0,-0.0,-0.11255270807797842,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-1.4917211874619651,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.4087884270037897,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.09626253212677222,-0.0,0.0
